,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Autun,FR,46.95,4.3,34.0,74,0,8.05,clear sky
468,San Carlos,VE,9.6612,-68.5827,87.89,48,65,3.58,broken clouds
469,Mutoko,ZW,-17.397,32.2268,66.72,96,100,1.57,light rain
470,Macusani,PE,-14.0833,-70.4333,44.98,73,87,11.07,light rain
471,Aklavik,CA,68.2191,-135.0107,5.0,85,75,2.3,broken clouds
472,Auchi,NG,7.0667,6.2667,81.99,52,0,4.83,clear sky
473,Moron,AR,-34.6534,-58.6198,88.0,42,0,3.0,clear sky
474,Maragogi,BR,-9.0122,-35.2225,81.57,70,27,13.24,scattered clouds
475,High Level,CA,58.5169,-117.136,-2.2,92,1,5.19,clear sky
476,Ugoofaaru,MV,5.6667,73.0,82.4,71,75,6.4,broken clouds
477,Markala,ML,13.7021,-6.0659,75.9,18,22,1.68,few clouds
478,Svobodnyy,RU,51.4,128.1333,-21.95,87,50,1.07,scattered clouds
479,Uyemskiy,RU,64.4743,40.8524,-0.4,78,75,2.24,light snow
480,Suyo,PH,16.9762,120.5254,68.27,68,9,4.43,clear sky
481,Khandbari,NP,27.3747,87.2039,52.9,61,100,2.53,overcast clouds
482,Namibe,AO,-15.1961,12.1522,72.09,72,100,7.85,overcast clouds
483,Yaya,RU,56.206,86.44,-0.98,91,100,19.19,light snow
484,Mayya,RU,61.7333,130.2811,-47.2,59,100,2.21,fog
485,Axim,GH,4.8699,-2.2405,79.77,84,99,7.09,overcast clouds
486,Antigonish,CA,45.6169,-61.9986,32.0,91,87,3.0,overcast clouds
487,Dubbo,AU,-32.25,148.6167,59.0,94,0,11.5,clear sky
488,Roebourne,AU,-20.7833,117.1333,91.53,39,46,10.27,scattered clouds
489,Songjianghe,CN,42.1859,127.479,-7.08,86,73,6.26,broken clouds
490,Inhambane,MZ,-23.865,35.3833,80.6,69,40,2.3,scattered clouds
491,Jumla,NP,29.2747,82.1838,37.74,55,89,2.8,overcast clouds
492,Naigarhi,IN,24.7833,81.7833,66.2,68,100,3.11,overcast clouds
493,Grindavik,IS,63.8424,-22.4338,23.0,100,90,5.75,snow
494,Rio Grande,BR,-32.035,-52.0986,82.4,69,75,11.5,broken clouds
495,Khandagayty,RU,50.7333,92.05,-23.44,75,41,0.31,scattered clouds
496,Solnechnyy,RU,50.7214,136.6319,-18.58,82,16,3.31,few clouds
497,Rabo De Peixe,PT,37.8,-25.5833,53.6,58,20,6.91,few clouds
498,Oktyabrskoye,RU,43.0645,44.7417,32.0,86,99,6.71,overcast clouds
499,San Patricio,US,28.017,-97.5169,55.4,67,90,9.22,overcast clouds
500,Oyama,JP,36.3,139.8,36.0,63,20,2.3,few clouds
501,Sungaipenuh,ID,-2.0833,101.3833,64.04,96,100,1.63,heavy intensity rain
502,Kushiro,JP,42.975,144.3747,18.9,85,48,12.3,scattered clouds
503,Zhezkazgan,KZ,47.8043,67.7144,-5.13,87,100,7.94,overcast clouds
504,Rincon,US,32.296,-81.2354,46.99,66,90,14.97,overcast clouds
505,Aykhal,RU,66.0,111.5,-29.07,83,94,7.27,overcast clouds
506,Belluno,IT,46.145,12.2214,35.01,90,100,6.17,overcast clouds
507,Zhanaozen,KZ,43.3,52.8,31.44,85,0,15.7,clear sky
508,Jalu,LY,29.0331,21.5482,66.9,34,0,7.74,clear sky
509,Kropotkin,RU,45.4375,40.5756,51.15,83,100,11.63,light rain
510,Aasiaat,GL,68.7098,-52.8699,15.24,87,100,6.78,overcast clouds
511,Chapais,CA,49.7834,-74.8492,15.8,92,90,10.36,light snow
512,Neiafu,TO,-18.65,-173.9833,80.6,83,40,11.5,scattered clouds
513,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,91.45,52,44,1.9,moderate rain
514,Stokmarknes,NO,68.5646,14.9108,30.99,57,100,10.0,overcast clouds
515,Oistins,BB,13.0667,-59.5333,84.2,70,40,18.41,scattered clouds
516,Liwale,TZ,-9.7667,37.9333,71.71,96,97,3.47,light rain
517,Chunhuhub,MX,19.55,-88.6833,77.29,42,0,4.14,clear sky
518,Luba,GQ,3.4568,8.5547,80.6,89,20,8.05,few clouds
519,Novichikha,RU,52.204,81.3877,1.6,89,95,16.08,overcast clouds
520,Mahenge,TZ,-8.6833,36.7167,65.37,100,100,3.13,moderate rain
521,Kushima,JP,31.4583,131.2333,30.0,80,1,8.99,clear sky
522,Pisco,PE,-13.7,-76.2167,75.2,73,0,13.8,clear sky
523,Verkhoyansk,RU,67.5447,133.385,-16.73,86,100,2.86,overcast clouds
524,Imbituba,BR,-28.24,-48.6703,86.0,58,40,10.36,scattered clouds
525,Dalbandin,PK,28.8947,64.4101,38.14,56,0,5.88,clear sky
526,Katherine,AU,-14.4667,132.2667,80.6,78,100,5.75,overcast clouds
527,Mildura,AU,-34.2,142.15,66.2,48,0,4.65,clear sky
528,Mareeba,AU,-17.0,145.4333,77.0,88,98,5.75,overcast clouds
529,Kambove,CD,-10.8764,26.5969,62.76,98,100,2.37,overcast clouds
530,Mangit,UZ,40.5971,70.9607,21.2,79,0,4.61,mist
531,Cerritos,US,33.8583,-118.0648,66.99,45,20,4.61,few clouds
532,Esna,EG,25.2934,32.554,68.0,42,0,3.44,clear sky
533,Andenes,NO,69.3143,16.1194,30.2,69,100,21.85,overcast clouds
534,Orsha,BY,54.5153,30.4053,18.93,97,94,6.71,snow
535,Cairns,AU,-16.9167,145.7667,77.0,88,95,2.3,moderate rain
536,Hovd,MN,48.0056,91.6419,-5.66,84,18,0.54,few clouds
537,Ouesso,CG,1.6136,16.0517,80.4,47,35,1.99,scattered clouds
538,Nedjo,ET,9.5046,35.5019,67.5,41,100,2.93,overcast clouds
539,Jand,PK,33.4299,72.0193,50.97,41,0,3.02,clear sky
540,Teya,RU,60.3778,92.6267,-11.7,86,100,6.38,light snow
541,Winona,US,43.9666,-91.7668,27.0,93,90,3.44,mist
542,Khandyga,RU,62.6667,135.6,-33.16,83,100,1.36,overcast clouds
543,Teramo,IT,42.65,13.6833,39.0,86,100,5.99,overcast clouds
544,Meulaboh,ID,4.1363,96.1285,74.75,90,100,4.72,overcast clouds
545,Rawah,IQ,34.4816,41.9093,51.39,40,99,2.19,overcast clouds
546,Gidole,ET,5.65,37.3667,61.81,67,0,2.21,clear sky
547,Ust-Nera,RU,64.5667,143.2,-31.88,74,100,0.63,overcast clouds
548,Tenabo,MX,20.05,-90.2333,75.2,53,40,13.8,scattered clouds
549,Tonantins,BR,-2.8731,-67.8022,91.08,49,22,2.48,few clouds
550,Lakes Entrance,AU,-37.8811,147.981,59.0,94,97,3.15,overcast clouds
551,Dehui,CN,44.5333,125.7,-2.2,60,0,8.95,clear sky
552,Reftinskiy,RU,57.0901,61.6769,1.4,85,40,4.47,light snow
553,Pudozh,RU,61.8099,36.5345,-12.95,89,0,4.94,clear sky
554,Statesville,US,35.7826,-80.8873,46.4,46,1,5.75,clear sky
555,Jacobina,BR,-11.1806,-40.5183,93.11,31,82,5.53,broken clouds
556,Carutapera,BR,-1.195,-46.02,85.39,64,44,10.11,scattered clouds
557,Surt,LY,31.2089,16.5887,74.35,34,0,13.22,clear sky
558,Hede,CN,33.7681,120.2517,25.12,73,99,2.82,overcast clouds
559,Zhigalovo,RU,54.8097,105.1578,-11.18,84,100,1.5,overcast clouds
560,Palmas De Monte Alto,BR,-14.2672,-43.1619,89.37,38,95,5.14,overcast clouds
561,Tiarei,PF,-17.5333,-149.3333,82.4,69,40,11.5,scattered clouds
562,Vestmannaeyjar,IS,63.4427,-20.2734,23.0,58,0,13.8,clear sky
563,Vila Do Maio,CV,15.1333,-23.2167,73.4,64,75,24.16,broken clouds
564,Verkhnyaya Inta,RU,65.9811,60.3094,-1.86,90,0,8.46,clear sky
565,Pochutla,MX,15.7432,-96.4661,84.2,54,20,13.8,few clouds
566,Hasaki,JP,35.7333,140.8333,24.8,80,20,2.3,few clouds
567,La Orilla,MX,17.9833,-102.2333,83.34,55,7,7.05,clear sky
568,Vysokogornyy,RU,50.1167,139.15,-27.47,83,96,3.44,overcast clouds
569,Porto Torres,IT,40.835,8.3972,53.6,82,75,9.22,broken clouds
570,Garden City,US,42.3256,-83.331,42.8,52,40,4.61,scattered clouds
571,The Valley,AI,18.217,-63.0578,84.2,69,20,12.66,few clouds
572,Jaguaruna,BR,-28.615,-49.0256,82.78,63,50,11.77,scattered clouds
573,Svetlyy,RU,54.675,20.1347,28.99,93,90,5.1,light snow
574,Togur,RU,58.3631,82.8265,-1.07,93,100,6.87,overcast clouds
575,Kendari,ID,-3.945,122.4989,77.05,91,75,2.82,moderate rain
576,Bowen,AU,-20.0167,148.2333,73.4,88,90,12.66,overcast clouds
577,Usinsk,RU,65.9939,57.5281,-9.58,90,21,8.37,few clouds
578,Sao Felix Do Xingu,BR,-6.6447,-51.995,91.89,46,100,2.28,light rain
579,Noumea,NC,-22.2763,166.4572,81.0,94,75,2.3,broken clouds
580,Brigantine,US,39.4101,-74.3646,41.0,35,40,16.11,scattered clouds
581,Ola,RU,59.5833,151.2833,1.22,92,100,8.84,light snow
582,Bathsheba,BB,13.2167,-59.5167,84.2,70,40,18.41,scattered clouds
583,Vaijapur,IN,19.9167,74.7333,75.2,78,75,2.3,drizzle
584,Muzaffarabad,PK,34.37,73.4711,45.23,53,1,6.87,clear sky
585,Puerto Escondido,MX,15.85,-97.0667,80.6,69,1,6.91,clear sky
586,Bay Roberts,CA,47.5999,-53.2648,35.6,80,40,12.66,scattered clouds
587,Kandrian,PG,-6.2167,149.55,78.53,83,97,7.61,overcast clouds
588,Constitucion,CL,-35.3333,-72.4167,63.5,52,0,17.29,clear sky
589,Tual,ID,-5.6667,132.75,83.55,75,100,10.4,light rain
590,America Dourada,BR,-11.4553,-41.4361,88.0,38,72,7.4,broken clouds
591,Newport,GB,51.5877,-2.9984,35.01,91,0,3.04,clear sky
592,El Centro,US,32.792,-115.563,70.0,27,1,6.91,clear sky
593,Nha Trang,VN,12.25,109.1833,75.2,78,40,17.27,light rain
594,Coahuayana,MX,18.7333,-103.6833,78.8,57,40,11.5,scattered clouds
595,Emba,KZ,48.8264,58.1442,21.92,95,100,14.05,overcast clouds
596,Pittsburg,US,38.028,-121.8847,55.99,50,1,5.19,clear sky
597,San Juan,AR,-31.5375,-68.5364,87.85,26,0,3.76,clear sky
598,Burns Lake,CA,54.2331,-125.7533,1.4,85,100,2.53,overcast clouds
599,San Policarpo,PH,12.1791,125.5072,79.88,85,100,15.59,heavy intensity rain
600,Flin Flon,CA,54.7682,-101.865,5.0,92,1,4.61,clear sky
601,Kaeo,NZ,-35.1,173.7833,66.99,88,100,3.0,overcast clouds
602,Perevolotskiy,RU,51.8763,54.1938,23.31,98,100,12.15,snow
603,Nhulunbuy,AU,-12.2333,136.7667,78.8,94,98,3.44,overcast clouds
604,Dehloran,IR,32.6941,47.2679,54.91,39,0,1.48,clear sky
605,Goundam,ML,16.4145,-3.6708,80.73,15,6,4.18,clear sky
606,Labuhan,ID,-6.8844,112.2051,77.18,85,100,8.39,overcast clouds
607,Peruibe,BR,-24.32,-46.9983,81.34,75,3,8.5,light rain
608,Itapora,BR,-22.0799,-54.7874,95.38,34,41,9.95,scattered clouds
609,Flinders,AU,-34.5833,150.8552,60.01,87,0,1.01,clear sky
610,Nishihara,JP,26.1842,127.7558,51.8,71,75,12.66,broken clouds
611,Parit Buntar,MY,5.1267,100.4932,80.6,69,20,5.75,few clouds
612,Tarana,IN,23.3333,76.0333,64.02,78,23,3.96,few clouds
613,Namatanai,PG,-3.6667,152.4333,79.12,78,98,4.38,overcast clouds
614,Coquimbo,CL,-29.9533,-71.3436,64.4,68,40,13.8,scattered clouds
615,Lebowakgomo,ZA,-24.2,29.5,71.6,68,0,9.22,clear sky
616,Akhaldaba,GE,41.654,42.1516,57.2,35,0,16.11,clear sky
617,Chebsara,RU,59.2002,38.8356,-7.6,84,0,6.71,clear sky
618,Digha,IN,21.6833,87.55,72.75,63,0,6.76,clear sky
619,Yantal,RU,56.8471,105.2542,-9.89,86,100,4.23,overcast clouds
620,Puerto Plata,DO,19.7934,-70.6884,82.4,78,75,5.75,broken clouds
621,Marsh Harbour,BS,26.5412,-77.0636,65.12,66,100,16.15,overcast clouds
622,Rochegda,RU,62.8,43.25,-5.87,92,97,1.12,overcast clouds
623,Igarka,RU,67.4667,86.5833,-14.26,88,93,8.19,overcast clouds
624,Waingapu,ID,-9.6567,120.2641,80.1,79,100,2.71,heavy intensity rain
625,Zyryanka,RU,65.75,150.85,-27.83,86,98,4.29,overcast clouds
626,Esso,RU,55.9333,158.7,5.32,88,100,3.89,light snow
627,Rindal,NO,63.0565,9.2124,26.67,90,100,4.68,overcast clouds
628,Whitianga,NZ,-36.8333,175.7,64.99,97,4,5.01,clear sky
629,Watsa,CD,3.0372,29.5355,70.16,67,85,3.38,overcast clouds
630,Tambopata,PE,-12.7333,-69.1833,93.2,52,40,6.91,scattered clouds
631,Letenye,HU,46.433,16.7258,30.99,89,100,2.93,overcast clouds
632,Cobh,IE,51.8572,-8.2992,33.8,64,20,3.44,few clouds
633,College,US,64.8569,-147.8028,6.8,78,75,3.76,broken clouds
634,Zelenoborskiy,RU,66.845,32.3622,-3.82,93,90,2.77,overcast clouds
635,Muzhi,RU,65.3667,64.6667,-11.49,90,96,6.46,overcast clouds
636,West Bay,KY,19.3667,-81.4167,79.0,65,20,14.97,few clouds
637,Yakeshi,CN,49.2833,120.7333,-21.21,86,76,3.69,light snow
638,Sawtell,AU,-30.3833,153.1,64.4,94,90,10.36,overcast clouds
639,Rognan,NO,67.0953,15.3878,24.8,54,0,34.52,clear sky
640,Yokadouma,CM,3.5167,15.05,74.95,31,0,1.5,clear sky
641,Taksimo,RU,56.3444,114.8794,-6.09,83,97,2.75,overcast clouds
642,Makakilo City,US,21.3469,-158.0858,75.2,64,1,3.44,clear sky
643,Argelia,CO,2.2556,-77.2488,72.34,72,92,1.86,moderate rain
644,Thanh Hoa,VN,19.8,105.7667,51.57,46,100,7.36,overcast clouds
645,De Aar,ZA,-30.6497,24.0123,85.64,21,44,6.78,scattered clouds
646,Porto Walter,BR,-8.2686,-72.7439,87.78,56,87,3.47,overcast clouds
647,Copiapo,CL,-27.3667,-70.3333,69.8,56,0,12.66,clear sky
648,Moses Lake,US,47.1301,-119.2781,37.4,87,90,3.44,overcast clouds
649,Itanagar,IN,27.1,93.6167,60.22,67,23,2.93,few clouds
650,Marsala,IT,37.7966,12.4352,66.99,68,20,18.41,few clouds
651,Waipawa,NZ,-41.4122,175.5153,63.0,77,75,13.8,broken clouds
652,Road Town,VG,18.4167,-64.6167,82.4,69,40,6.91,scattered clouds
653,Bubaque,GW,11.2833,-15.8333,79.38,74,0,18.66,clear sky
654,Deputatskiy,RU,69.3,139.9,-20.25,89,99,2.55,overcast clouds
655,Piura,PE,-5.2,-80.6333,90.1,37,0,11.77,clear sky
656,Aldan,RU,58.6031,125.3894,-9.08,90,100,11.16,light snow
657,Sambava,MG,-14.2667,50.1667,77.81,75,7,3.0,clear sky
658,Seoul,KR,37.5683,126.9778,5.0,72,0,2.3,clear sky
659,Svetlogorsk,BY,52.6333,29.7333,26.74,98,99,6.89,overcast clouds
660,Te Anau,NZ,-45.4167,167.7167,48.69,84,100,2.98,moderate rain
661,Auki,SB,-8.7676,160.7034,78.06,83,100,2.84,overcast clouds
662,Monrovia,LR,6.3005,-10.7969,82.4,83,75,3.44,broken clouds
663,Frontera,MX,26.9333,-101.45,48.99,55,99,4.92,overcast clouds
664,Charagua,BO,-19.8,-63.2167,93.25,35,6,12.64,clear sky
665,Akyab,MM,20.15,92.9,70.54,63,0,2.73,clear sky
666,Sabang,ID,5.8933,95.3214,80.55,78,100,11.16,overcast clouds
667,Havoysund,NO,70.9963,24.6622,21.2,63,27,19.57,scattered clouds
668,Karlshus,NO,59.352,10.8723,26.6,74,20,9.22,few clouds
669,Xuddur,SO,4.1213,43.8894,75.69,32,0,12.82,clear sky
670,Kaspiysk,RU,42.8816,47.6392,35.6,100,0,4.47,mist
671,Abu Dhabi,AE,24.4667,54.3667,64.4,39,0,6.91,clear sky
672,Vesyegonsk,RU,58.664,37.2604,1.11,93,89,5.39,overcast clouds
673,Sechura,PE,-5.5569,-80.8222,80.67,55,18,14.67,few clouds
674,Waverley,ZA,-25.7023,28.2591,80.01,69,3,2.3,clear sky
675,Udachnyy,RU,66.4167,112.4,-25.78,84,100,5.7,overcast clouds
676,Ossora,RU,59.2353,163.0719,5.47,83,100,9.26,overcast clouds
677,Miles City,US,46.4083,-105.8406,28.4,93,90,0.94,mist
678,Mountain Home,US,43.133,-115.6912,35.6,100,75,8.05,broken clouds
679,Arlit,NE,18.7369,7.3853,79.43,15,0,10.6,clear sky
680,Temyasovo,RU,52.9933,58.1014,14.0,92,90,6.71,overcast clouds
681,Bitam,GA,2.076,11.5007,74.44,69,9,4.09,clear sky
682,Amahai,ID,-3.3333,128.9167,82.99,90,100,3.56,overcast clouds
683,Matamoros,MX,25.5333,-103.25,66.2,24,1,3.18,clear sky
684,Darnah,LY,32.767,22.6367,68.14,62,0,3.51,clear sky
685,Evensk,RU,61.95,159.2333,0.73,83,58,10.49,broken clouds
686,Menongue,AO,-14.6585,17.691,63.84,94,100,4.38,overcast clouds
687,Chapleau,CA,47.8405,-83.4034,19.4,93,90,3.65,mist
688,Gayny,RU,60.3071,54.3241,6.85,95,70,3.69,broken clouds
689,Save,BJ,8.0425,2.486,92.07,27,0,7.94,clear sky
690,Shimoda,JP,34.6667,138.95,28.0,64,0,3.0,clear sky
691,Debre Sina,ET,9.85,39.7667,48.52,60,62,2.24,broken clouds
692,Innisfail,AU,-17.5333,146.0333,74.73,90,47,5.01,scattered clouds
693,Xiuyan,CN,40.2928,123.2744,8.02,83,100,1.59,overcast clouds
694,Nioro,GM,13.35,-15.75,86.77,23,0,8.81,clear sky
695,Parry Sound,CA,45.3501,-80.033,28.4,59,100,6.06,overcast clouds
696,Izumo,JP,35.3667,132.7667,30.2,93,75,11.5,snow
697,Opportunity,US,47.6499,-117.2399,37.99,87,90,0.27,overcast clouds
698,Valparaiso,CL,-33.0393,-71.6273,71.6,46,0,10.36,clear sky
699,Antofagasta,CL,-23.65,-70.4,73.0,68,20,16.11,few clouds
700,Derazhnya,UA,49.2692,27.4338,32.04,90,99,9.1,overcast clouds
701,Ahipara,NZ,-35.1667,173.1667,65.12,85,96,5.68,overcast clouds
